;Location;Price;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Energy Performance Certificate;Elevator_Not available;Capital;Metropolitan Areas;Large cities;Median Age;Coastal Locations
1160;Mafamude e Vilar do Paraíso, Porto;495.000;5.0;3.0;218.0;233.0;2.0;1.0;Not available;True;False;True;True;47;True
1161;Santo António, Lisboa;1.100.000;4.0;2.0;160.0;180.0;;;Not available;True;True;True;True;44,8;False
1162;Vermoeira, Mafra;284.000;5.0;3.0;144.0;245.0;2.0;1.0;Not available;True;False;False;False;43,8;False
1163;Santa Marinha e São Pedro da Afurada, Porto;690.000;3.0;3.0;222.0;295.0;3.0;10.0;Energy Performance Certificate;False;False;True;True;47;True
1164;Vila Nova de Gaia, Vila Nova de Gaia;190.000;1.0;1.0;61.0;90.0;1.0;1.0;Energy Performance Certificate;False;False;True;True;46,8;False
1165;Caniço, Ilha da Madeira;298.000;3.0;2.0;124.0;170.0;2.0;1.0;Not available;True;False;False;False;;False
1166;Peniche, Peniche;149.500;2.0;1.0;65.0;95.0;1.0;1.0;Not available;True;False;False;False;47,9;True
1167;Caniço de Baixo, Santa Cruz;345.000;2.0;1.0;96.0;118.0;1.0;;Not available;True;False;False;False;43,7;False
1168;Celas, Coimbra;420.000;4.0;2.0;145.0;163.0;1.0;4.0;Energy Performance Certificate;False;False;False;True;48,3;False
1169;Caniço de Baixo, Santa Cruz;345.000;2.0;1.0;96.0;118.0;1.0;;Not available;True;False;False;False;43,7;False
1170;Celas, Coimbra;420.000;4.0;2.0;145.0;163.0;1.0;4.0;Energy Performance Certificate;False;False;False;True;48,3;False
1171;Valongo, Porto;382.000;3.0;3.0;138.0;138.0;2.0;5.0;Energy Performance Certificate;False;False;True;True;47;True
1172;Sé, Santa Maria e Meixedo, Bragança;89.000;2.0;1.0;;;;;Not available;True;False;False;True;44,4;False
1173;Avenidas Novas, Lisboa;840.000;3.0;3.0;183.0;183.0;2.0;5.0;Not available;True;True;True;True;44,8;False
1174;Quarteira, Faro;260.000;1.0;1.0;77.0;92.0;1.0;1.0;Not available;True;False;False;False;45,7;True
1175;Portimão, Faro;355.000;2.0;2.0;95.0;140.0;2.0;2.0;Energy Performance Certificate;False;False;False;False;45,7;True
1176;Corujeira, Porto;288.900;1.0;1.0;48.0;56.0;1.0;5.0;Not available;False;False;True;True;47;True
1177;Corujeira, Porto;255.900;1.0;1.0;45.0;53.0;1.0;5.0;Not available;False;False;True;True;47;True
1178;SJM 4, São João da Madeira;290.000;3.0;3.0;139.0;150.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;47;False
1179;Sé, Santa Maria e Meixedo, Bragança;139.000;3.0;2.0;;;;;Not available;True;False;False;True;44,4;False
1180;Portela, Loures;350.000;3.0;2.0;125.0;125.0;1.0;6.0;Not available;True;False;False;False;44,6;False
1181;Imaculado Coração de Maria, Ilha da Madeira;305.000;1.0;1.0;44.0;52.0;1.0;6.0;Not available;True;False;False;False;;False
1182;Loures, Loures;264.000;2.0;1.0;97.0;97.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;44,6;False
1183;Lumiar, Lisboa;549.000;3.0;3.0;135.0;135.0;1.0;4.0;Not available;True;True;True;True;44,8;False
1184;Corujeira, Porto;288.000;1.0;1.0;48.0;56.0;1.0;2.0;Not available;False;False;True;True;47;True
1185;Madragoa, Lisboa, Lisboa;225.000;1.0;1.0;26.0;26.0;;;Not available;True;True;True;True;44,8;False
1186;Corujeira, Porto;255.255;1.0;1.0;45.0;53.0;1.0;2.0;Not available;False;False;True;True;47;True
1187;Campanhã, Porto;394.000;2.0;2.0;71.0;83.0;1.0;2.0;Not available;False;False;True;True;47;True
1188;Areeiro, Lisboa;330.000;4.0;2.0;109.0;109.0;;;Not available;True;True;True;True;44,8;False
1189;Corujeira, Porto;402.000;2.0;2.0;66.0;78.0;1.0;2.0;Not available;False;False;True;True;47;True
1190;Valpaços e Sanfins, Vila Real;103.000;3.0;2.0;80.0;95.0;;;Not available;True;False;False;False;59,8;False
1191;Corujeira, Porto;272.500;1.0;1.0;48.0;56.0;1.0;1.0;Not available;False;False;True;True;47;True
1192;Olivais Sul, Lisboa;550.000;5.0;2.0;165.0;165.0;;;Not available;True;True;True;True;44,8;False
1193;Corujeira, Porto;255.000;1.0;1.0;46.0;53.0;1.0;1.0;Not available;False;False;True;True;47;True
1194;Corujeira, Porto;390.000;2.0;2.0;71.0;83.0;1.0;1.0;Not available;False;False;True;True;47;True
1195;Recardães e Espinhel, Aveiro;170.000;3.0;2.0;130.0;139.0;;;Not available;True;False;False;False;45,5;True
1196;Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau), Santarém;140.000;3.0;2.0;100.0;100.0;;;Not available;True;False;False;False;48,3;False
1197;Feijó, Almada;199.500;2.0;1.0;75.0;85.0;;;Not available;True;False;True;False;46,3;False
1198;Areeiro, Lisboa;210.000;1.0;1.0;35.0;37.0;;;Not available;True;True;True;True;44,8;False
1199;Casa Branca, Funchal;200.000;1.0;1.0;66.0;73.0;1.0;2.0;Energy Performance Certificate;False;False;False;True;48;False
1200;Monserrate, Viana do Castelo;199.000;3.0;2.0;121.0;121.0;1.0;0.0;Energy Performance Certificate;False;False;False;False;48,8;True
1201;Arcozelo, Braga;Under Consultation;3.0;2.0;104.0;104.0;1.0;4.0;Energy Performance Certificate;False;False;False;True;44,4;False
1202;Monte Verde, Tavira;195.000;1.0;1.0;46.0;63.0;1.0;2.0;Not available;True;False;False;False;51,2;True
1203;Serra de Carnaxide, Oeiras;480.000;3.0;2.0;107.0;115.0;2.0;1.0;Energy Performance Certificate;False;False;False;False;46,5;False
1204;Vila Nova de Famalicão e Calendário, Braga;188.500;3.0;3.0;128.0;128.0;;;Not available;True;False;False;True;44,4;False
1205;Águas Belas, Santarém;107.000;1.0;1.0;53.0;56.0;1.0;;Not available;True;False;False;False;48,3;False
1206;Fundão, Fundão;Under Consultation;2.0;1.0;66.0;86.0;;;Not available;True;False;False;False;53,6;False
1207;S. Miguel, Ovar;105.000;0.0;1.0;32.0;32.0;1.0;0.0;Not available;True;False;False;False;47,1;False
1208;Arca d´ Água, Porto;330.000;3.0;3.0;136.0;145.0;;;Not available;True;False;True;True;47;True
1209;Lumiar, Lisboa;298.000;2.0;1.0;114.0;114.0;1.0;9.0;Not available;True;True;True;True;44,8;False
1210;Sesmarias, Portimão;377.500;2.0;2.0;101.0;119.0;2.0;2.0;Energy Performance Certificate;False;False;False;False;45,5;True
1211;Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;120.000;2.0;1.0;70.0;70.0;;;Not available;True;False;False;False;52,8;False
1212;Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro), Braga;175.000;1.0;1.0;47.0;56.0;1.0;2.0;Energy Performance Certificate;False;False;False;True;46,3;False
1213;Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;119.000;2.0;1.0;80.0;80.0;;;Not available;True;False;False;False;52,8;False
1214;Nogueira, Fraião e Lamaçães, Braga;460.000;6.0;3.0;240.0;296.0;2.0;1.0;Not available;True;False;False;True;44,4;False
1215;Caparica, Almada;345.000;3.0;2.0;99.0;102.0;1.0;2.0;Not available;True;False;True;False;46,3;False
1216;Faro (Sé e São Pedro), Faro;210.000;2.0;1.0;70.0;97.0;;;Not available;True;False;False;False;45,7;True
1217;Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;410.000;2.0;2.0;120.0;134.0;;;Not available;True;True;True;True;44,8;False
1218;Camarate, Unhos e Apelação, Lisboa;55.000;4.0;2.0;75.0;75.0;;;Not available;True;True;True;True;44,8;False
1219;Real, Ataíde e Oliveira, Porto;169.000;3.0;2.0;123.0;123.0;3.0;2.0;Not available;True;False;True;True;47;True
1220;Pinhal Novo, Setúbal;175.800;2.0;1.0;88.0;94.0;;;Not available;True;False;True;True;46,6;False
1221;Gondomar (São Cosme), Valbom e Jovim, Porto;245.000;2.0;2.0;103.0;137.0;2.0;;Not available;True;False;True;True;47,1;True
1222;Gondomar (São Cosme), Valbom e Jovim, Porto;367.500;4.0;3.0;135.0;159.0;2.0;2.0;Not available;True;False;True;True;47,1;True
1223;Gondomar (São Cosme), Valbom e Jovim, Porto;310.000;3.0;3.0;110.0;129.0;2.0;2.0;Not available;True;False;True;True;47,1;True
1224;Gondomar (São Cosme), Valbom e Jovim, Porto;310.000;3.0;3.0;110.0;129.0;2.0;2.0;Not available;True;False;True;True;47,1;True
1225;Gondomar (São Cosme), Valbom e Jovim, Porto;347.500;3.0;3.0;135.0;158.0;2.0;2.0;Not available;True;False;True;True;47,1;True
1226;Gondomar (São Cosme), Valbom e Jovim, Porto;270.000;2.0;2.0;95.0;112.0;2.0;1.0;Not available;True;False;True;True;47,1;True
1227;Gondomar (São Cosme), Valbom e Jovim, Porto;365.000;4.0;3.0;135.0;159.0;2.0;1.0;Not available;True;False;True;True;47,1;True
1228;Gondomar (São Cosme), Valbom e Jovim, Porto;307.500;3.0;2.0;110.0;129.0;2.0;1.0;Not available;True;False;True;True;47,1;True
1229;Gondomar (São Cosme), Valbom e Jovim, Porto;307.500;3.0;3.0;110.0;129.0;2.0;1.0;Not available;True;False;True;True;47,1;True
1230;Gondomar (São Cosme), Valbom e Jovim, Porto;345.000;3.0;3.0;135.0;158.0;2.0;1.0;Not available;True;False;True;True;47,1;True
1231;Gondomar (São Cosme), Valbom e Jovim, Porto;262.500;2.0;2.0;91.0;108.0;2.0;1.0;Not available;True;False;True;True;47,1;True
1232;Gondomar (São Cosme), Valbom e Jovim, Porto;205.000;2.0;3.0;72.0;86.0;2.0;0.0;Not available;True;False;True;True;47,1;True
1233;Gondomar (São Cosme), Valbom e Jovim, Porto;367.500;4.0;3.0;135.0;158.0;2.0;;Not available;True;False;True;True;47,1;True
1234;Gondomar (São Cosme), Valbom e Jovim, Porto;310.000;3.0;3.0;107.0;126.0;2.0;0.0;Not available;True;False;True;True;47,1;True
1235;Gondomar (São Cosme), Valbom e Jovim, Porto;347.500;3.0;3.0;135.0;158.0;2.0;0.0;Not available;True;False;True;True;47,1;True
1236;Gondomar (São Cosme), Valbom e Jovim, Porto;245.000;2.0;2.0;103.0;137.0;2.0;0.0;Not available;True;False;True;True;47,1;True
1237;Santa Marinha e São Pedro da Afurada, Porto;198.000;0.0;1.0;41.0;51.0;1.0;3.0;Not available;True;False;True;True;47;True
1238;São Sebastião de Guerreiros, Loures;185.000;2.0;1.0;75.0;94.0;;;Not available;True;False;False;False;44,6;False
1239;Carnaxide, Oeiras;495.000;3.0;2.0;110.0;124.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;46,5;False
1240;Santa Marinha e Afurada, Vila Nova de Gaia;198.000;0.0;1.0;41.0;51.0;1.0;;Not available;True;False;True;True;46,8;False
1241;Campo de Ourique, Lisboa;370.000;1.0;1.0;55.0;77.0;;;Not available;True;True;True;True;44,8;False
1242;Laranjeiras Metro, Lisboa;820.000;4.0;2.0;170.0;190.0;2.0;2.0;Energy Performance Certificate;False;True;True;True;44,8;False
1243;Largo da Paz, Lisboa;260.000;1.0;1.0;44.0;50.0;;;Not available;True;True;True;True;44,8;False
1244;Amial, Porto;190.000;3.0;1.0;93.0;93.0;;;Not available;True;False;True;True;47;True
1245;Hospital S. João, Maia;210.000;1.0;1.0;46.0;;;;Not available;True;False;False;False;45,5;False
1246;Portela, Loures;399.000;3.0;2.0;106.0;106.0;1.0;5.0;Energy Performance Certificate;False;False;False;False;44,6;False
1247;Santo Tirso, Santo Tirso;160.000;2.0;1.0;96.0;96.0;2.0;3.0;Not available;False;False;False;False;49,5;False
1248;São Martinho, Ilha da Madeira;750.000;2.0;3.0;107.0;133.0;1.0;1.0;Not available;True;False;False;False;;False
1249;São Martinho, Ilha da Madeira;720.000;2.0;3.0;107.0;133.0;1.0;1.0;Not available;True;False;False;False;;False
1250;São Martinho, Ilha da Madeira;725.000;2.0;3.0;107.0;133.0;1.0;0.0;Not available;True;False;False;False;;False
1251;São Martinho, Ilha da Madeira;695.000;2.0;3.0;107.0;133.0;1.0;0.0;Not available;True;False;False;False;;False
1252;Pero Negro, Sobral de Monte Agraço;110.000;;;;;;;Not available;True;False;False;False;44,4;False
1253;Venteira, Amadora;200.000;2.0;1.0;66.0;78.0;;;Not available;True;False;True;True;44,1;False
1254;Angra (São Pedro), Ilha Terceira;235.000;3.0;1.0;;;;;Not available;True;False;False;False;;False
1255;Venteira, Lisboa;240.875;3.0;2.0;70.0;97.0;;;Not available;True;True;True;True;44,8;False
1256;Porto, Porto;162.500;1.0;1.0;76.0;76.0;1.0;1.0;Not available;True;False;True;True;47;True
1257;Algueirão-Mem Martins, Lisboa;165.000;2.0;1.0;64.0;71.0;0.0;;Not available;True;True;True;True;44,8;False
1258;Campolide, Lisboa;230.000;1.0;1.0;30.0;36.0;0.0;1.0;Not available;True;True;True;True;44,8;False
1259;Fluvial, Porto;397.000;2.0;1.0;90.0;94.0;;;Not available;True;False;True;True;47;True
1260;Valbom Zona 1, Gondomar;233.000;2.0;2.0;;;;;Not available;True;False;True;False;47,1;False
1261;Ermesinde, Porto;190.000;3.0;2.0;88.0;99.0;1.0;1.0;Not available;True;False;True;True;47;True
1262;Rio Tinto, Gondomar;270.000;2.0;2.0;85.0;;;;Not available;True;False;True;False;47,1;False
1263;Seia, São Romão e Lapa dos Dinheiros, Guarda;90.000;3.0;2.0;115.0;124.0;;;Not available;True;False;False;False;49,6;False
1264;Arcozelo, Braga;250.000;2.0;2.0;125.0;125.0;1.0;2.0;Not available;True;False;False;True;44,4;False
1265;Arcozelo, Braga;205.000;2.0;2.0;81.0;81.0;1.0;0.0;Not available;True;False;False;True;44,4;False
1266;Belém, Lisboa;610.000;3.0;2.0;140.0;150.0;;;Not available;True;True;True;True;44,8;False
1267;Caldas da Rainha - Santo Onofre e Serra do Bouro, Leiria;149.000;2.0;1.0;70.0;80.0;1.0;;Not available;True;False;False;False;48,4;False
1268;Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;180.000;1.0;1.0;62.0;66.0;1.0;2.0;Not available;False;False;False;False;48,5;False
1269;Algueirão/Mem-Martins, Sintra;174.000;2.0;1.0;76.0;92.0;;;Not available;True;False;False;False;43,7;False
1270;Arcozelo, Braga;185.000;1.0;1.0;76.0;76.0;1.0;2.0;Not available;True;False;False;True;44,4;False
1271;Centro Saúde, Faro;215.000;1.0;1.0;56.0;68.0;0.0;3.0;Energy Performance Certificate;False;False;False;False;45,7;True
1272;Lourosa, Aveiro;155.000;2.0;1.0;107.0;107.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;45,5;True
1273;Pinhal Novo, Setúbal;186.500;3.0;2.0;92.0;152.0;;;Not available;True;False;True;True;46,6;False
1274;Centro Estarreja, Estarreja;215.000;3.0;2.0;123.0;147.0;2.0;1.0;Not available;True;False;False;False;48;False
1275;Fátima, Santarém;180.000;3.0;2.0;127.0;127.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;48,3;False
1276;Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;175.000;1.0;1.0;55.0;65.0;1.0;2.0;Not available;False;False;False;False;48,5;False
1277;Lourosa, Aveiro;169.000;2.0;2.0;100.0;100.0;1.0;0.0;Energy Performance Certificate;False;False;False;False;45,5;True
1278;Costa da Caparica, Setúbal;179.000;1.0;1.0;56.0;58.0;;;Not available;True;False;True;True;46,6;True
1279;Polo Universitário, Porto;245.000;1.0;1.0;40.0;;;;Not available;True;False;True;True;47;True
1280;Pombal, Leiria;250.000;2.0;2.0;101.0;182.0;1.0;;Not available;True;False;False;False;46,4;False
1281;Pombal, Leiria;225.000;2.0;2.0;105.0;137.0;1.0;;Not available;True;False;False;False;46,4;False
1282;Pombal, Leiria;277.500;3.0;2.0;115.0;166.0;2.0;;Not available;True;False;False;False;46,4;False
1283;Pombal, Leiria;272.500;3.0;2.0;113.0;159.0;1.0;;Not available;True;False;False;False;46,4;False
1284;Pombal, Leiria;205.000;2.0;2.0;88.0;117.0;1.0;;Not available;True;False;False;False;46,4;False
1285;Pombal, Leiria;282.500;3.0;2.0;115.0;166.0;2.0;;Not available;True;False;False;False;46,4;False
1286;Pombal, Leiria;287.500;3.0;2.0;113.0;164.0;2.0;;Not available;True;False;False;False;46,4;False
1287;Pombal, Leiria;215.000;2.0;2.0;88.0;117.0;;;Not available;True;False;False;False;46,4;False
1288;Pombal, Leiria;330.000;3.0;2.0;115.0;219.0;2.0;;Not available;True;False;False;False;46,4;False
1289;Pombal, Leiria;330.000;3.0;2.0;113.0;216.0;2.0;;Not available;True;False;False;False;46,4;False
1290;Pombal, Leiria;325.000;3.0;2.0;113.0;213.0;2.0;;Not available;True;False;False;False;46,4;False
1291;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa;Under Consultation;2.0;2.0;90.0;120.0;1.0;4.0;Not available;False;True;True;True;44,8;False
1292;Pombal, Leiria;315.000;3.0;2.0;118.0;219.0;2.0;;Not available;True;False;False;False;46,4;False
1293;Pombal, Leiria;287.500;3.0;2.0;115.0;166.0;;;Not available;True;False;False;False;46,4;False
1294;Pombal, Leiria;282.500;3.0;2.0;113.0;161.0;2.0;;Not available;True;False;False;False;46,4;False
1295;Pombal, Leiria;330.000;3.0;;;;;;Not available;True;False;False;False;46,4;False
1296;Pombal, Leiria;310.000;3.0;2.0;113.0;221.0;2.0;;Not available;True;False;False;False;46,4;False
1297;Pombal, Leiria;330.000;3.0;;;;;;Not available;True;False;False;False;46,4;False
1298;QUINTA DO BATATEIRO, Seixal;266.000;4.0;2.0;126.0;138.0;;;Not available;True;False;False;False;44,9;False
1299;Corroios, Setúbal;199.000;2.0;1.0;81.0;90.0;0.0;3.0;Not available;True;False;True;True;46,6;False
1300;Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;120.000;0.0;1.0;26.0;28.0;;;Not available;True;True;True;True;44,8;False
1301;Penafiel, Porto;162.500;2.0;1.0;138.0;106.0;;;Not available;True;False;True;True;47;True
1302;Vila de Cucujães, Aveiro;140.000;3.0;2.0;120.0;169.0;1.0;;Not available;True;False;False;False;45,5;True
1303;Odivelas, Lisboa;Under Consultation;2.0;1.0;80.0;100.0;1.0;2.0;Energy Performance Certificate;False;True;True;True;44,8;False
1304;Vila do Conde, Porto;586.000;2.0;3.0;109.0;109.0;2.0;2.0;Not available;True;False;True;True;47;True
1305;Castelo, Vila do Conde;378.000;1.0;2.0;69.0;69.0;1.0;2.0;Not available;True;False;False;False;45,7;False
1306;Vila do Conde, Porto;884.000;3.0;4.0;154.0;154.0;2.0;2.0;Not available;True;False;True;True;47;True
1307;Mafamude e Vilar do Paraíso, Porto;348.000;4.0;3.0;184.0;217.0;2.0;5.0;Energy Performance Certificate;False;False;True;True;47;True
1308;Laranjeiro e Feijó, Setúbal;220.000;3.0;2.0;90.0;130.0;;;Not available;True;False;True;True;46,6;False
1309;Olaias, Lisboa;467.000;3.0;2.0;101.0;101.0;1.0;2.0;Energy Performance Certificate;False;True;True;True;44,8;False
1310;Fânzeres e São Pedro da Cova, Porto;212.000;2.0;2.0;87.0;109.0;1.0;3.0;Not available;True;False;True;True;47;True
1311;Fânzeres e São Pedro da Cova, Porto;208.000;2.0;2.0;87.0;109.0;1.0;1.0;Not available;True;False;True;True;47;True
1312;Fânzeres e São Pedro da Cova, Porto;204.500;2.0;2.0;87.0;109.0;1.0;0.0;Not available;True;False;True;True;47;True
1313;Seia, São Romão e Lapa dos Dinheiros, Guarda;67.000;3.0;2.0;145.0;152.0;;;Not available;True;False;False;False;49,6;False
1314;Vila do Conde, Porto;581.000;2.0;3.0;109.0;109.0;2.0;1.0;Not available;True;False;True;True;47;True
1315;Vila do Conde, Porto;836.000;3.0;4.0;154.0;154.0;2.0;1.0;Not available;True;False;True;True;47;True
1316;Vila do Conde, Porto;516.000;2.0;3.0;109.0;109.0;2.0;0.0;Not available;True;False;True;True;47;True
1317;Casal do Marco, Seixal;299.500;3.0;2.0;126.0;147.0;1.0;1.0;Not available;True;False;False;False;44,9;False
1318;Vila do Conde, Porto;446.000;1.0;2.0;91.0;91.0;1.0;0.0;Not available;True;False;True;True;47;True
1319;Alhos Vedros, Setúbal;152.000;2.0;1.0;74.0;85.0;;;Not available;True;False;True;True;46,6;False
1320;Azurém, Braga;151.000;1.0;1.0;53.0;60.0;1.0;2.0;Not available;True;False;False;True;44,4;False
1321;Vila do Conde, Porto;372.000;1.0;2.0;75.0;75.0;1.0;0.0;Not available;True;False;True;True;47;True
1322;Pampilhosa, Mealhada;195.000;2.0;2.0;102.0;115.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;49,3;False
1323;Torre da Marinha, Seixal;172.500;2.0;1.0;60.0;65.0;;;Not available;True;False;False;False;44,9;False
1324;Centro Oliveira do Bairro, Oliveira do Bairro;105.000;1.0;1.0;45.0;52.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;46,1;False
1325;Ferrel, Peniche;198.000;1.0;1.0;48.0;66.0;1.0;0.0;Not available;True;False;False;False;47,9;True
1326;Valbom Zona 1, Gondomar;175.000;2.0;1.0;;;;;Not available;True;False;True;False;47,1;False
1327;Pampilhosa, Mealhada;265.000;3.0;2.0;123.0;142.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;49,3;False
1328;Olivais Sul, Lisboa;350.000;2.0;1.0;90.0;90.0;;;Not available;True;True;True;True;44,8;False
1329;Vialonga, Lisboa;320.000;3.0;2.0;119.0;130.0;2.0;1.0;Energy Performance Certificate;False;True;True;True;44,8;False
